file_name,sinhala_transcript,sinhala_transcript_with_code_switch
Download (43).wav,"ලා ලොක් කරලා තියෙන්නේ. ලැප්ටොප් එකේ කිසි ප්‍රශ්නයක් නෑ, ලැප්ටොප් එක තාමත් ෆාස්ට් විදිහට තමා වැඩ කරන්නේ. කසුන් ලක්ෂ දෙකක් පේ කරලා තමා මෙන්න මේ ලැප්ටොප් එක ගත්තේ. එයා ගත්තට පස්සේ ඒ සර්විසස් ටික යූස් කරන්න","ලා lock කරලා තියෙන්නේ. Laptop එකේ කිසි ප්‍රශ්නයක් නෑ, laptop එක තාමත් fast විදිහට තමා වැඩ කරන්නේ. කසුන් ලක්ෂ දෙකක් pay කරලා තමා මෙන්න මේ laptop එක ගත්තේ. එයා ගත්තට පස්සේ ඒ services ටික use කරන්න"
Download (44).wav,"කිරීමට එයා තවත් මාසෙන් මාසෙට ගෙවන්න සිද්ධ වෙනවා. සෝ සබ්ස්ක්‍රිප්ෂන් පේ කරන්න නැතුව දාගන්න පුළුවන් මෙතඩ්ස් තියෙනවා, හැබැයි ඒවා අන් එතික්කල් මෙතඩ්ස්, ඒවා ගැන අපි මෙතන කතා කරන්නේ නැතුව ඉමු. සෝ 2025, 26","කිරීමට එයා තවත් මාසෙන් මාසෙට ගෙවන්න සිද්ධ වෙනවා. So subscription pay කරන්න නැතුව දාගන්න පුළුවන් methods තියෙනවා, හැබැයි ඒවා unethical methods, ඒවා ගැන අපි මෙතන කතා කරන්නේ නැතුව ඉමු. So 2025, 26"
Download (45).wav,6 ඉඳන් වින්ඩෝස් මෙන්න මෙහෙම තමා පර්ෆෝම් කරන්නේ. ඇන්ඩ් වින්ඩෝස් යූස් කරන සමහර කට්ටියම මේවා හරියට රියලයිස් කරන්නේ නෑ. ඔයාලා හිස්ට්‍රි එක අරන් බැලුවොත් එහෙම 1990 ඉඳන් 2000 වෙනකන් වින්ඩෝස් තමා,6 ඉඳන් Windows මෙන්න මෙහෙම තමා perform කරන්නේ. And Windows use කරන සමහර කට්ටියම මේවා හරියට realize කරන්නේ නෑ. ඔයාලා history එක අරන් බැලුවොත් එහෙම 1990 ඉඳන් 2000 වෙනකන් Windows තමා
Download (46).wav,"ලෝකයේම තියෙන කොම්පියුටර්ස් වල 90%ක කොම්පියුටර්ස් වල වැඩ කළේ වින්ඩෝස්. ගොඩක් ගවර්න්මන්ට් ඔෆිසර්ස්, ස්කූල්ස්, යුනිවර්සිටීස්, හැමතැනම ඔයාට වින්ඩෝස් ඔපරේටින් සිස්ටම් එක තමා බලාගන්න පුළුවන්","ලෝකයේම තියෙන computers වල 90%ක computers වල වැඩ කළේ Windows. ගොඩක් government officers, schools, universities, හැමතැනම ඔයාට Windows operating system එක තමා බලාගන්න පුළුවන්"
Download (47).wav,මේ වීඩියෝ එක බලන් ඉන්න ඔයාලගෙත් පළවෙනි ඔපරේටින් සිස්ටම් එක සමහර වෙලාවට වින්ඩෝස් තමා වෙන්න ඇත්තේ. මේකට රීසන් එක මොකද්ද කියලා බැලුවොත් එහෙම වින්ඩෝස් ඒ දවස්වල හරිම සිම්පල්. ඔයා ජස්ට් පීසී එකක් ගත්තා,මේ video එක බලන් ඉන්න ඔයාලගෙත් පළවෙනි operating system එක සමහර වෙලාවට Windows තමා වෙන්න ඇත්තේ. මේකට reason එක මොකද්ද කියලා බැලුවොත් එහෙම Windows ඒ දවස්වල හරිම simple. ඔයා just PC එකක් ගත්තා
Download (48).wav,"ඉන්ස්ටෝල් කරා ඊට පස්සේ ලේසියෙන්ම යූස් කරන්න පුළුවන්. ඔයාට එකවුන්ට්ස් අවශ්‍ය නෑ, සබ්ස්ක්‍රිප්ෂන් එකක් තිබ්බේ නෑ, ඒ වගේම ක්ලවුඩ් බැකප් රිමයින්ඩර්සුත් ආවේ නෑ. අපි ඒ දවස්වල වින්ඩෝස් යූස් කරනකොට මයික්‍රොසොෆ්ට්ලත්","Install කරා ඊට පස්සේ ලේසියෙන්ම use කරන්න පුළුවන්. ඔයාට accounts අවශ්‍ය නෑ, subscription එකක් තිබ්බේ නෑ, ඒ වගේම cloud backup remindersුත් ආවේ නෑ. අපි ඒ දවස්වල Windows use කරනකොට Microsoftලත්"
Download (49).wav,ලත් ඒ දවස්වල වින්ඩෝස් වලින් සෑහෙන ප්‍රමාණයක් හම්බ කළා. 2006යේ විතරක් මයික්‍රොසොෆ්ට්ලට මෙන්න මේ වින්ඩෝස් ඔපරේටින් සිස්ටම් එක 13 බිලියන් ඩොලර්ස් රෙවනියු එකක් අරන් දීලා තියෙනවා. බට් ඒවා ඔක්කොම දැන්,ලත් ඒ දවස්වල Windows වලින් සෑහෙන ප්‍රමාණයක් හම්බ කළා. 2006යේ විතරක් Microsoftලට මෙන්න මේ Windows operating system එක 13 billion dollars revenue එකක් අරන් දීලා තියෙනවා. But ඒවා ඔක්කොම දැන්
Download (50).wav,දැන් වෙනස් වෙලා තියෙන්නේ. ඔයා දැන් මයික්‍රොසොෆ්ට්ලාගේ රෙවනියු එක අරන් බැලුවොත් එහෙම මෙන්න මේ වින්ඩෝස් ඔපරේටින් සිස්ටම් එක එයාලගේ ටෝටල් රෙවනියු සිස්ටම් එකෙන් 10%ටත් වඩා අඩුවෙන් තමා රෙවනියු,දැන් වෙනස් වෙලා තියෙන්නේ. ඔයා දැන් Microsoftලාගේ revenue එක අරන් බැලුවොත් එහෙම මෙන්න මේ Windows operating system එක එයාලගේ total revenue system එකෙන් 10%ටත් වඩා අඩුවෙන් තමා revenue
Download (51).wav,ආ රෙවනියු එකක් අරන් දෙන්නේ. දැන් වෙනකොට මයික්‍රොසොෆ්ට් එකට ගොඩක්ම රෙවනියු අරන් දෙන්නේ ක්ලවුඩ් සර්වර්සුයි මෙන්න මේ ඒ.අයි කියන එක. ඔයාලා දන්නවා ඇති මයික්‍රොසොෆ්ට් බිලියන ගණන් ඉන්වෙස්ට් කරා මෙන්න මේ ඒ.අයි එකට. එයාලා ඕපන් ඒ.අයි.,ආ revenue එකක් අරන් දෙන්නේ. දැන් වෙනකොට Microsoft එකට ගොඩක්ම revenue අරන් දෙන්නේ cloud serversුයි මෙන්න මේ AI කියන එක. ඔයාලා දන්නවා ඇති Microsoft බිලියන ගණන් invest කරා මෙන්න මේ AI එකට. එයාලා Open AI.
Download (52).wav,ඕපන් ඒ.අයි. කම්පනි එකට බිලියන් ගණන් ඉන්වෙස්ට් කරා මෙන්න මේ ඒ.අයි. ටූල්ස් ඩිවලොප් කරන්න. එයාලා මේක ඉන්වෙස්ට් කරපු පලියට එයාලා කෝ-පයිලට් කියලා එකක් ඉන්ට්‍රොඩියුස් කරලා ඔයාලගේ වින්ඩෝස් පීසී එකේ හැම තැනම දැන් ඒක බලාගන්න පුළුවන්,Open AI company එකට බිලියන් ගණන් invest කරා මෙන්න මේ AI tools develop කරන්න. එයාලා මේක invest කරපු පලියට එයාලා Co-pilot කියලා එකක් introduce කරලා ඔයාලගේ Windows PC එකේ හැම තැනම දැන් ඒක බලාගන්න පුළුවන්
Download (53).wav,බලාගන්න පුළුවන්. ඔයාගේ වින්ඩෝස් ස්ටාර්ට් මෙනු එකේ තියෙනවා. මයික්‍රොසොෆ්ට් එජ් එකේ බලාගන්න පුළුවන්. ඇයි? පේන්ට් ඇප් එකේත් දැන් ඔයාට කෝ-පයිලට් බලාගන්න පුළුවන්. ඒ වගේම අලුතෙන් එන පීසී එකේ ඔයාගේ කීබෝඩ් එකෙත් කෝ-පයිලට් තියෙනවා,බලාගන්න පුළුවන්. ඔයාගේ Windows start menu එකේ තියෙනවා. Microsoft Edge එකේ බලාගන්න පුළුවන්. ඇයි? Paint app එකෙත් දැන් ඔයාට Co-pilot බලාගන්න පුළුවන්. ඒ වගේම අලුතෙන් එන PC එකේ ඔයාගේ keyboard එකෙත් Co-pilot තියෙනවා
